timestamp,share_history_count,login_history_count,browsing_history_count,like_list_count,favorite_sounds_count,favorite_videos_count,temperature,precipitation,weather_code,weather_description,hour,day_of_week,is_weekend,total_activity
2023-07-13 08:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.7,0.0,0,Clear sky,8,Thursday,False,1.0
2023-07-13 11:00:00,0.0,0.0,0.0,0.0,0.0,2.0,30.9,0.0,0,Clear sky,11,Thursday,False,2.0
2023-07-13 18:00:00,0.0,0.0,0.0,0.0,0.0,4.0,34.6,0.0,0,Clear sky,18,Thursday,False,4.0
2023-07-13 19:00:00,0.0,0.0,0.0,0.0,0.0,7.0,33.7,0.0,0,Clear sky,19,Thursday,False,7.0
2023-07-13 21:00:00,0.0,0.0,0.0,0.0,0.0,1.0,29.1,0.0,0,Clear sky,21,Thursday,False,1.0
2023-07-14 08:00:00,0.0,0.0,0.0,0.0,0.0,7.0,27.5,0.0,0,Clear sky,8,Friday,False,7.0
2023-07-14 09:00:00,0.0,0.0,0.0,0.0,1.0,6.0,30.5,0.0,0,Clear sky,9,Friday,False,7.0
2023-07-14 15:00:00,0.0,0.0,0.0,0.0,0.0,4.0,35.1,0.0,0,Clear sky,15,Friday,False,4.0
2023-07-15 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,24.1,0.0,0,Clear sky,7,Saturday,True,1.0
2023-07-16 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,22.4,0.0,0,Clear sky,7,Sunday,True,2.0
2023-07-16 08:00:00,0.0,0.0,0.0,0.0,0.0,6.0,24.5,0.0,0,Clear sky,8,Sunday,True,6.0
2023-07-17 10:00:00,0.0,0.0,0.0,0.0,0.0,2.0,27.7,0.0,0,Clear sky,10,Monday,False,2.0
2023-07-17 19:00:00,0.0,0.0,0.0,0.0,0.0,9.0,25.5,0.0,0,Clear sky,19,Monday,False,9.0
2023-07-20 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0,Clear sky,7,Thursday,False,1.0
2023-07-21 07:00:00,0.0,0.0,0.0,0.0,0.0,7.0,23.3,0.0,1,Mainly clear,7,Friday,False,7.0
2023-07-22 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,27.9,0.0,0,Clear sky,9,Saturday,True,1.0
2023-07-25 11:00:00,0.0,0.0,0.0,0.0,1.0,5.0,31.1,0.0,0,Clear sky,11,Tuesday,False,6.0
2023-07-25 12:00:00,0.0,0.0,0.0,0.0,1.0,1.0,32.1,0.0,0,Clear sky,12,Tuesday,False,2.0
2023-07-25 13:00:00,0.0,0.0,0.0,0.0,2.0,1.0,33.0,0.0,0,Clear sky,13,Tuesday,False,3.0
2023-07-25 14:00:00,0.0,0.0,0.0,0.0,0.0,2.0,33.9,0.0,0,Clear sky,14,Tuesday,False,2.0
2023-07-26 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,23.9,0.0,0,Clear sky,7,Wednesday,False,2.0
2023-07-26 08:00:00,0.0,0.0,0.0,0.0,0.0,4.0,26.6,0.0,0,Clear sky,8,Wednesday,False,4.0
2023-07-26 11:00:00,0.0,0.0,0.0,0.0,0.0,5.0,34.8,0.0,0,Clear sky,11,Wednesday,False,5.0
2023-07-27 10:00:00,0.0,0.0,0.0,0.0,2.0,9.0,27.0,0.0,3,Overcast,10,Thursday,False,11.0
2023-07-27 13:00:00,0.0,0.0,0.0,0.0,0.0,3.0,26.3,0.0,3,Overcast,13,Thursday,False,3.0
2023-07-27 14:00:00,0.0,0.0,0.0,0.0,1.0,4.0,27.1,0.0,1,Mainly clear,14,Thursday,False,5.0
2023-07-28 20:00:00,0.0,0.0,0.0,0.0,2.0,1.0,23.2,0.0,0,Clear sky,20,Friday,False,3.0
2023-07-29 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,21.6,0.0,0,Clear sky,8,Saturday,True,2.0
2023-08-02 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.4,0.0,0,Clear sky,22,Wednesday,False,1.0
2023-08-03 08:00:00,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0,Clear sky,8,Thursday,False,3.0
2023-08-03 17:00:00,0.0,0.0,0.0,0.0,0.0,4.0,35.8,0.0,0,Clear sky,17,Thursday,False,4.0
2023-08-03 20:00:00,0.0,0.0,0.0,0.0,0.0,2.0,31.3,0.0,0,Clear sky,20,Thursday,False,2.0
2023-08-04 06:00:00,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0,Clear sky,6,Friday,False,1.0
2023-08-04 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.1,0.0,0,Clear sky,7,Friday,False,1.0
2023-08-04 12:00:00,0.0,0.0,0.0,0.0,1.0,1.0,35.8,0.0,0,Clear sky,12,Friday,False,2.0
2023-08-05 06:00:00,0.0,0.0,0.0,0.0,1.0,0.0,23.2,0.0,2,Partly cloudy,6,Saturday,True,1.0
2023-08-05 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.9,0.0,2,Partly cloudy,7,Saturday,True,1.0
2023-08-06 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.2,0.0,0,Clear sky,9,Sunday,True,1.0
2023-08-06 13:00:00,0.0,0.0,0.0,0.0,0.0,1.0,35.1,0.0,0,Clear sky,13,Sunday,True,1.0
2023-08-06 14:00:00,0.0,0.0,0.0,0.0,0.0,2.0,34.3,0.0,0,Clear sky,14,Sunday,True,2.0
2023-08-06 15:00:00,0.0,0.0,0.0,0.0,1.0,1.0,34.4,0.0,0,Clear sky,15,Sunday,True,2.0
2023-08-06 16:00:00,0.0,0.0,0.0,0.0,0.0,2.0,33.4,0.0,0,Clear sky,16,Sunday,True,2.0
2023-08-08 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,25.8,0.0,0,Clear sky,8,Tuesday,False,2.0
2023-08-09 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,1,Mainly clear,7,Wednesday,False,2.0
2023-08-09 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,23.3,0.0,2,Partly cloudy,8,Wednesday,False,2.0
2023-08-10 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,22.8,0.0,3,Overcast,7,Thursday,False,2.0
2023-08-11 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,26.4,0.0,2,Partly cloudy,12,Friday,False,1.0
2023-08-12 01:00:00,0.0,0.0,0.0,0.0,0.0,1.0,21.1,0.0,0,Clear sky,1,Saturday,True,1.0
2023-08-12 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.6,0.0,0,Clear sky,12,Saturday,True,1.0
2023-08-12 14:00:00,0.0,0.0,0.0,0.0,0.0,7.0,29.2,0.0,0,Clear sky,14,Saturday,True,7.0
2023-08-12 16:00:00,0.0,0.0,0.0,0.0,0.0,1.0,27.8,0.0,0,Clear sky,16,Saturday,True,1.0
2023-08-13 08:00:00,0.0,0.0,0.0,0.0,0.0,1.0,24.6,0.0,1,Mainly clear,8,Sunday,True,1.0
2023-08-13 21:00:00,0.0,0.0,0.0,0.0,0.0,1.0,24.8,0.0,3,Overcast,21,Sunday,True,1.0
2023-08-14 02:00:00,0.0,0.0,0.0,0.0,0.0,2.0,24.2,0.0,3,Overcast,2,Monday,False,2.0
2023-08-14 22:00:00,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,3,Overcast,22,Monday,False,3.0
2023-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,5.0,24.7,0.0,3,Overcast,0,Wednesday,False,5.0
2023-08-16 08:00:00,0.0,0.0,0.0,0.0,1.0,0.0,24.3,0.0,3,Overcast,8,Wednesday,False,1.0
2023-08-16 10:00:00,0.0,0.0,0.0,0.0,0.0,2.0,26.6,0.0,3,Overcast,10,Wednesday,False,2.0
2023-08-17 04:00:00,0.0,0.0,0.0,0.0,0.0,3.0,24.7,0.0,2,Partly cloudy,4,Thursday,False,3.0
2023-08-17 05:00:00,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,1,Mainly clear,5,Thursday,False,7.0
2023-08-17 09:00:00,0.0,0.0,0.0,0.0,0.0,2.0,26.6,0.0,2,Partly cloudy,9,Thursday,False,2.0
2023-08-17 10:00:00,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,1,Mainly clear,10,Thursday,False,2.0
2023-08-17 18:00:00,0.0,0.0,0.0,0.0,0.0,2.0,27.5,0.0,0,Clear sky,18,Thursday,False,2.0
2023-08-20 06:00:00,0.0,0.0,0.0,0.0,0.0,2.0,23.1,0.0,3,Overcast,6,Sunday,True,2.0
2023-08-20 13:00:00,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0,Clear sky,13,Sunday,True,3.0
2023-08-20 14:00:00,0.0,0.0,0.0,0.0,0.0,3.0,31.1,0.0,0,Clear sky,14,Sunday,True,3.0
2023-08-21 11:00:00,0.0,0.0,0.0,0.0,0.0,2.0,30.3,0.0,0,Clear sky,11,Monday,False,2.0
2023-08-21 13:00:00,0.0,0.0,0.0,0.0,0.0,1.0,32.2,0.0,0,Clear sky,13,Monday,False,1.0
2023-08-21 15:00:00,0.0,0.0,0.0,0.0,0.0,4.0,31.8,0.0,0,Clear sky,15,Monday,False,4.0
2023-08-22 09:00:00,0.0,0.0,0.0,0.0,0.0,2.0,27.4,0.0,0,Clear sky,9,Tuesday,False,2.0
2023-08-23 06:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.4,0.0,0,Clear sky,6,Wednesday,False,1.0
2023-08-23 08:00:00,0.0,0.0,0.0,0.0,0.0,3.0,25.1,0.0,0,Clear sky,8,Wednesday,False,3.0
2023-08-23 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,27.2,0.0,0,Clear sky,9,Wednesday,False,1.0
2023-08-23 22:00:00,0.0,0.0,0.0,0.0,2.0,32.0,24.2,0.0,0,Clear sky,22,Wednesday,False,34.0
2023-08-24 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.3,0.0,1,Mainly clear,7,Thursday,False,1.0
2023-08-24 17:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.9,0.0,0,Clear sky,17,Thursday,False,1.0
2023-08-25 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,26.9,0.0,0,Clear sky,9,Friday,False,1.0
2023-08-26 20:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.3,0.0,0,Clear sky,20,Saturday,True,1.0
2023-08-27 00:00:00,0.0,0.0,0.0,0.0,2.0,1.0,23.7,0.0,0,Clear sky,0,Sunday,True,3.0
2023-08-27 06:00:00,0.0,0.0,0.0,0.0,0.0,5.0,23.3,0.0,1,Mainly clear,6,Sunday,True,5.0
2023-08-27 10:00:00,0.0,0.0,0.0,0.0,0.0,8.0,27.1,0.0,3,Overcast,10,Sunday,True,8.0
2023-08-27 11:00:00,0.0,0.0,0.0,0.0,2.0,0.0,27.9,0.0,3,Overcast,11,Sunday,True,2.0
2023-08-28 08:00:00,0.0,0.0,0.0,0.0,0.0,3.0,24.3,0.0,1,Mainly clear,8,Monday,False,3.0
2023-08-28 10:00:00,0.0,0.0,0.0,0.0,0.0,1.0,27.8,0.0,1,Mainly clear,10,Monday,False,1.0
2023-08-28 21:00:00,0.0,0.0,0.0,0.0,1.0,6.0,24.1,0.0,0,Clear sky,21,Monday,False,7.0
2023-08-28 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.6,0.0,0,Clear sky,22,Monday,False,1.0
2023-08-29 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,20.5,0.0,0,Clear sky,7,Tuesday,False,2.0
2023-08-29 08:00:00,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0,Clear sky,8,Tuesday,False,4.0
2023-08-29 16:00:00,0.0,0.0,0.0,0.0,3.0,10.0,32.4,0.0,0,Clear sky,16,Tuesday,False,13.0
2023-08-30 08:00:00,0.0,0.0,0.0,0.0,0.0,5.0,23.3,0.0,0,Clear sky,8,Wednesday,False,5.0
2023-08-30 11:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.9,0.0,0,Clear sky,11,Wednesday,False,1.0
2023-08-31 13:00:00,0.0,0.0,0.0,0.0,0.0,2.0,31.5,0.0,3,Overcast,13,Thursday,False,2.0
2023-08-31 18:00:00,0.0,0.0,0.0,0.0,0.0,1.0,32.2,0.0,1,Mainly clear,18,Thursday,False,1.0
2023-09-01 03:00:00,0.0,0.0,0.0,0.0,0.0,6.0,21.1,0.0,0,Clear sky,3,Friday,False,6.0
2023-09-01 09:00:00,0.0,0.0,0.0,0.0,0.0,2.0,23.4,0.0,0,Clear sky,9,Friday,False,2.0
2023-09-01 14:00:00,0.0,0.0,0.0,0.0,0.0,4.0,28.7,0.0,1,Mainly clear,14,Friday,False,4.0
2023-09-01 17:00:00,0.0,0.0,0.0,0.0,2.0,1.0,28.6,0.0,3,Overcast,17,Friday,False,3.0
2023-09-01 21:00:00,0.0,0.0,0.0,0.0,4.0,16.0,24.3,0.0,3,Overcast,21,Friday,False,20.0
2023-09-02 14:00:00,0.0,0.0,0.0,0.0,0.0,4.0,28.7,0.0,3,Overcast,14,Saturday,True,4.0
2023-09-02 15:00:00,0.0,0.0,0.0,0.0,0.0,4.0,27.6,0.0,2,Partly cloudy,15,Saturday,True,4.0
2023-09-03 07:00:00,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,1,Mainly clear,7,Sunday,True,3.0
2023-09-03 08:00:00,0.0,0.0,0.0,0.0,3.0,6.0,23.3,0.1,51,Drizzle,8,Sunday,True,9.0
2023-09-03 09:00:00,0.0,0.0,0.0,0.0,1.0,0.0,25.7,0.0,0,Clear sky,9,Sunday,True,1.0
2023-09-04 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,21.1,0.0,0,Clear sky,7,Monday,False,1.0
2023-09-04 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.2,0.0,1,Mainly clear,12,Monday,False,1.0
2023-09-04 13:00:00,0.0,0.0,0.0,0.0,0.0,1.0,28.6,0.0,2,Partly cloudy,13,Monday,False,1.0
2023-09-04 14:00:00,0.0,0.0,0.0,0.0,0.0,3.0,27.1,0.7,53,Rain,14,Monday,False,3.0
2023-09-04 17:00:00,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,3,Overcast,17,Monday,False,3.0
2023-09-04 18:00:00,0.0,0.0,0.0,0.0,0.0,3.0,26.1,0.0,3,Overcast,18,Monday,False,3.0
2023-09-04 19:00:00,0.0,0.0,0.0,0.0,6.0,12.0,25.2,0.0,3,Overcast,19,Monday,False,18.0
2023-09-04 20:00:00,0.0,0.0,0.0,0.0,5.0,11.0,24.4,0.0,3,Overcast,20,Monday,False,16.0
2023-09-05 08:00:00,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,3,Overcast,8,Tuesday,False,4.0
2023-09-05 09:00:00,0.0,0.0,0.0,0.0,0.0,4.0,24.9,0.0,3,Overcast,9,Tuesday,False,4.0
2023-09-05 21:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,3,Overcast,21,Tuesday,False,1.0
2023-09-06 23:00:00,0.0,0.0,0.0,0.0,1.0,0.0,23.6,0.0,1,Mainly clear,23,Wednesday,False,1.0
2023-09-07 07:00:00,0.0,0.0,0.0,0.0,0.0,2.0,22.8,0.0,1,Mainly clear,7,Thursday,False,2.0
2023-09-07 08:00:00,0.0,0.0,0.0,0.0,1.0,12.0,24.3,0.0,0,Clear sky,8,Thursday,False,13.0
2023-09-08 14:00:00,0.0,0.0,0.0,0.0,1.0,4.0,26.7,0.0,1,Mainly clear,14,Friday,False,5.0
2023-09-09 08:00:00,0.0,0.0,0.0,0.0,2.0,2.0,22.4,0.0,0,Clear sky,8,Saturday,True,4.0
2023-09-09 14:00:00,0.0,0.0,0.0,0.0,0.0,4.0,26.3,0.0,0,Clear sky,14,Saturday,True,4.0
2023-09-09 15:00:00,0.0,0.0,0.0,0.0,0.0,2.0,26.4,0.0,0,Clear sky,15,Saturday,True,2.0
2023-09-10 13:00:00,0.0,0.0,0.0,0.0,1.0,16.0,27.0,0.0,0,Clear sky,13,Sunday,True,17.0
2023-09-11 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.6,0.0,2,Partly cloudy,7,Monday,False,1.0
2023-09-11 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,22.2,0.0,1,Mainly clear,9,Monday,False,1.0
2023-09-11 13:00:00,0.0,0.0,0.0,0.0,0.0,2.0,25.3,0.0,1,Mainly clear,13,Monday,False,2.0
2023-09-11 15:00:00,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,2,Partly cloudy,15,Monday,False,2.0
2023-09-12 15:00:00,0.0,0.0,0.0,0.0,0.0,1.0,26.6,0.0,0,Clear sky,15,Tuesday,False,1.0
2023-09-13 10:00:00,0.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0,Clear sky,10,Wednesday,False,3.0
2023-09-13 18:00:00,0.0,0.0,0.0,0.0,0.0,2.0,24.2,0.0,0,Clear sky,18,Wednesday,False,2.0
2023-09-13 19:00:00,0.0,0.0,0.0,0.0,1.0,2.0,22.6,0.0,0,Clear sky,19,Wednesday,False,3.0
2023-09-14 09:00:00,0.0,0.0,0.0,0.0,0.0,2.0,21.6,0.0,0,Clear sky,9,Thursday,False,2.0
2023-09-14 11:00:00,0.0,0.0,0.0,0.0,0.0,4.0,26.5,0.0,0,Clear sky,11,Thursday,False,4.0
2023-09-14 12:00:00,0.0,0.0,0.0,0.0,0.0,4.0,27.7,0.0,0,Clear sky,12,Thursday,False,4.0
2023-09-14 13:00:00,0.0,0.0,0.0,0.0,2.0,3.0,28.6,0.0,0,Clear sky,13,Thursday,False,5.0
2023-09-14 14:00:00,0.0,0.0,0.0,0.0,0.0,2.0,29.3,0.0,0,Clear sky,14,Thursday,False,2.0
2023-09-14 19:00:00,0.0,0.0,0.0,0.0,1.0,1.0,23.4,0.0,1,Mainly clear,19,Thursday,False,2.0
2023-09-14 20:00:00,0.0,0.0,0.0,0.0,0.0,3.0,21.7,0.0,2,Partly cloudy,20,Thursday,False,3.0
2023-09-14 21:00:00,0.0,0.0,0.0,0.0,1.0,2.0,20.9,0.0,2,Partly cloudy,21,Thursday,False,3.0
2023-09-16 08:00:00,0.0,0.0,0.0,0.0,0.0,1.0,20.2,0.0,0,Clear sky,8,Saturday,True,1.0
2023-09-17 10:00:00,0.0,0.0,0.0,0.0,1.0,0.0,25.1,0.0,0,Clear sky,10,Sunday,True,1.0
2023-09-17 13:00:00,0.0,0.0,0.0,0.0,0.0,2.0,27.1,0.0,1,Mainly clear,13,Sunday,True,2.0
2023-09-18 18:00:00,0.0,0.0,0.0,0.0,0.0,3.0,22.3,0.0,2,Partly cloudy,18,Monday,False,3.0
2023-09-18 19:00:00,0.0,0.0,0.0,0.0,0.0,3.0,21.6,0.0,2,Partly cloudy,19,Monday,False,3.0
2023-09-18 20:00:00,0.0,0.0,0.0,0.0,0.0,2.0,21.2,0.0,3,Overcast,20,Monday,False,2.0
2023-09-18 22:00:00,0.0,0.0,0.0,0.0,0.0,3.0,20.9,0.0,3,Overcast,22,Monday,False,3.0
2023-09-19 12:00:00,0.0,0.0,0.0,0.0,3.0,6.0,25.4,0.0,0,Clear sky,12,Tuesday,False,9.0
2023-09-19 13:00:00,0.0,0.0,0.0,0.0,1.0,3.0,25.7,0.0,0,Clear sky,13,Tuesday,False,4.0
2023-09-19 14:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.5,0.0,0,Clear sky,14,Tuesday,False,1.0
2023-09-20 07:00:00,0.0,0.0,0.0,0.0,0.0,3.0,15.3,0.0,1,Mainly clear,7,Wednesday,False,3.0
2023-09-20 09:00:00,0.0,0.0,0.0,0.0,1.0,0.0,20.7,0.0,0,Clear sky,9,Wednesday,False,1.0
2023-09-20 11:00:00,0.0,0.0,0.0,0.0,0.0,1.0,24.2,0.0,1,Mainly clear,11,Wednesday,False,1.0
2023-09-20 12:00:00,0.0,0.0,0.0,0.0,0.0,6.0,25.3,0.0,2,Partly cloudy,12,Wednesday,False,6.0
2023-09-20 16:00:00,0.0,0.0,0.0,0.0,1.0,2.0,25.2,0.0,1,Mainly clear,16,Wednesday,False,3.0
2023-09-20 18:00:00,0.0,0.0,0.0,0.0,0.0,4.0,23.2,0.0,0,Clear sky,18,Wednesday,False,4.0
2023-09-21 06:00:00,0.0,0.0,0.0,0.0,0.0,1.0,15.3,0.0,1,Mainly clear,6,Thursday,False,1.0
2023-09-21 07:00:00,0.0,0.0,0.0,0.0,0.0,5.0,15.2,0.0,0,Clear sky,7,Thursday,False,5.0
2023-09-22 13:00:00,0.0,0.0,0.0,0.0,0.0,1.0,27.3,0.0,1,Mainly clear,13,Friday,False,1.0
2023-09-22 14:00:00,0.0,0.0,0.0,0.0,0.0,4.0,28.4,0.0,1,Mainly clear,14,Friday,False,4.0
2023-09-22 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,21.8,0.0,0,Clear sky,22,Friday,False,1.0
2023-09-23 06:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.3,0.0,0,Clear sky,6,Saturday,True,1.0
2023-09-23 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.8,0.0,0,Clear sky,7,Saturday,True,1.0
2023-09-23 08:00:00,0.0,0.0,0.0,0.0,0.0,5.0,21.1,0.0,0,Clear sky,8,Saturday,True,5.0
2023-09-23 16:00:00,0.0,0.0,0.0,0.0,0.0,1.0,33.1,0.0,0,Clear sky,16,Saturday,True,1.0
2023-09-23 21:00:00,0.0,0.0,0.0,0.0,0.0,2.0,24.7,0.0,0,Clear sky,21,Saturday,True,2.0
2023-09-24 19:00:00,0.0,0.0,0.0,0.0,0.0,1.0,22.2,0.0,0,Clear sky,19,Sunday,True,1.0
2023-09-25 07:00:00,0.0,0.0,0.0,0.0,1.0,1.0,20.9,0.0,0,Clear sky,7,Monday,False,2.0
2023-09-25 08:00:00,0.0,0.0,0.0,0.0,1.0,0.0,21.9,0.0,0,Clear sky,8,Monday,False,1.0
2023-09-25 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,21.7,0.0,3,Overcast,22,Monday,False,1.0
2023-09-26 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,26.4,0.0,1,Mainly clear,12,Tuesday,False,1.0
2023-09-28 13:00:00,0.0,0.0,0.0,0.0,0.0,1.0,25.6,0.3,51,Drizzle,13,Thursday,False,1.0
2023-09-28 22:00:00,0.0,0.0,0.0,0.0,0.0,4.0,18.7,2.5,63,Heavy showers,22,Thursday,False,4.0
2023-09-29 13:00:00,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,3,Overcast,13,Friday,False,3.0
2023-09-29 18:00:00,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,1,Mainly clear,18,Friday,False,1.0
2023-09-29 19:00:00,0.0,0.0,0.0,0.0,0.0,2.0,20.7,0.0,0,Clear sky,19,Friday,False,2.0
2023-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,17.6,0.0,1,Mainly clear,0,Saturday,True,1.0
2023-09-30 10:00:00,0.0,0.0,0.0,0.0,0.0,3.0,19.5,1.8,61,Showers,10,Saturday,True,3.0
2023-09-30 18:00:00,0.0,0.0,0.0,0.0,0.0,2.0,22.2,0.7,53,Rain,18,Saturday,True,2.0
2023-10-01 08:00:00,0.0,0.0,0.0,0.0,0.0,1.0,17.8,0.5,53,Rain,8,Sunday,True,1.0
2023-10-01 18:00:00,0.0,0.0,0.0,0.0,1.0,3.0,18.5,3.0,63,Heavy showers,18,Sunday,True,4.0
2023-10-01 22:00:00,0.0,0.0,0.0,0.0,0.0,2.0,18.2,1.5,61,Showers,22,Sunday,True,2.0
2023-10-02 17:00:00,0.0,0.0,0.0,0.0,0.0,1.0,20.3,0.0,1,Mainly clear,17,Monday,False,1.0
2023-10-04 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,17.9,0.0,0,Clear sky,9,Wednesday,False,1.0
2023-10-04 14:00:00,0.0,0.0,0.0,0.0,0.0,1.0,22.4,0.0,0,Clear sky,14,Wednesday,False,1.0
2023-10-04 16:00:00,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0,Clear sky,16,Wednesday,False,5.0
2023-10-04 21:00:00,0.0,0.0,0.0,0.0,0.0,1.0,16.3,0.0,0,Clear sky,21,Wednesday,False,1.0
2023-10-05 11:00:00,0.0,0.0,0.0,0.0,1.0,1.0,21.6,0.0,2,Partly cloudy,11,Thursday,False,2.0
2023-10-06 07:00:00,0.0,0.0,0.0,0.0,0.0,1.0,14.6,0.0,1,Mainly clear,7,Friday,False,1.0
2023-10-07 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.3,0.0,0,Clear sky,9,Saturday,True,1.0
2023-10-08 22:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.8,0.0,0,Clear sky,22,Sunday,True,1.0
2023-10-09 19:00:00,0.0,0.0,0.0,0.0,0.0,2.0,15.7,0.0,0,Clear sky,19,Monday,False,2.0
2023-10-10 17:00:00,0.0,0.0,0.0,0.0,0.0,4.0,19.4,0.0,1,Mainly clear,17,Tuesday,False,4.0
2023-10-10 18:00:00,0.0,0.0,0.0,0.0,0.0,1.0,18.1,0.0,1,Mainly clear,18,Tuesday,False,1.0
2023-10-12 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,21.9,0.0,0,Clear sky,12,Thursday,False,1.0
2023-10-13 05:00:00,0.0,0.0,0.0,0.0,1.0,0.0,10.9,0.0,1,Mainly clear,5,Friday,False,1.0
2023-10-14 10:00:00,0.0,0.0,0.0,0.0,1.0,0.0,19.6,0.0,0,Clear sky,10,Saturday,True,1.0
2023-10-14 13:00:00,0.0,0.0,0.0,0.0,2.0,7.0,23.0,0.0,0,Clear sky,13,Saturday,True,9.0
2023-10-15 11:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.8,0.1,51,Drizzle,11,Sunday,True,1.0
2023-10-15 18:00:00,0.0,0.0,0.0,0.0,0.0,1.0,19.5,0.0,0,Clear sky,18,Sunday,True,1.0
2023-10-17 06:00:00,0.0,0.0,0.0,0.0,0.0,3.0,13.7,0.0,3,Overcast,6,Tuesday,False,3.0
2023-10-19 05:00:00,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,2,Partly cloudy,5,Thursday,False,1.0
2023-10-19 06:00:00,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,1,Mainly clear,6,Thursday,False,1.0
2023-10-20 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,16.7,0.0,0,Clear sky,8,Friday,False,2.0
2023-10-20 09:00:00,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0,Clear sky,9,Friday,False,1.0
2023-10-20 17:00:00,0.0,0.0,0.0,0.0,4.0,2.0,21.5,0.0,0,Clear sky,17,Friday,False,6.0
2023-10-20 18:00:00,0.0,0.0,0.0,0.0,0.0,3.0,20.4,0.0,0,Clear sky,18,Friday,False,3.0
2023-10-20 22:00:00,0.0,0.0,0.0,0.0,1.0,0.0,19.4,0.0,0,Clear sky,22,Friday,False,1.0
2023-10-22 08:00:00,0.0,0.0,0.0,0.0,0.0,1.0,17.2,0.0,0,Clear sky,8,Sunday,True,1.0
2023-10-22 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.3,0.0,3,Overcast,12,Sunday,True,1.0
2023-10-22 13:00:00,0.0,0.0,0.0,0.0,0.0,5.0,24.2,0.0,3,Overcast,13,Sunday,True,5.0
2023-10-23 12:00:00,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,3,Overcast,12,Monday,False,1.0
